GH_LUX,GH_Humidity,GH_Temperature,GH_Pressure,GH_Days
8534.17,38.67,26.24,101.61975,2021-07-05 09:09:10
9395.83,34.18,28.79,101.61511,2021-07-05 09:49:10
25959.17,30.85,32.61,101.62633,2021-07-05 10:29:10
21860.83,23.83,36.4,101.63080000000001,2021-07-05 11:09:10
20705.0,24.52,35.93,101.65073,2021-07-05 11:49:10
16861.67,17.24,41.63,101.66356,2021-07-05 12:29:10
9712.5,17.37,41.56,101.643,2021-07-05 13:09:10
9010.0,26.6,34.6,101.62715,2021-07-05 13:49:10
9611.67,26.73,35.03,101.61701,2021-07-05 14:29:10
8568.33,20.16,39.52,101.60248,2021-07-05 15:09:10
8668.33,19.93,39.07,101.5714,2021-07-05 15:49:10
7830.83,20.23,38.74,101.54887,2021-07-05 16:29:10
7761.67,23.66,36.9,101.53434,2021-07-05 17:09:10
6293.33,30.98,33.28,101.50328,2021-07-05 17:49:10
4108.33,36.8,30.12,101.50458,2021-07-05 18:29:10
3520.0,39.43,28.81,101.51017,2021-07-05 19:09:10
2258.33,44.06,26.84,101.51787,2021-07-05 19:49:10
1035.83,47.36,24.86,101.51659,2021-07-05 20:29:10
215.0,55.92,22.59,101.53663,2021-07-05 21:09:10
2.5,61.37,21.25,101.56694999999999,2021-07-05 21:49:10
0.001,63.74,20.4,101.58044,2021-07-05 22:29:10
0.001,66.54,19.72,101.58697000000001,2021-07-05 23:09:10
0.001,69.07,19.29,101.59488999999999,2021-07-05 23:49:10
0.001,71.88,18.47,101.59706,2021-07-06 00:29:10
0.001,73.64,18.05,101.60491,2021-07-06 01:09:10
0.001,77.22,17.61,101.60852,2021-07-06 01:49:10
0.001,78.5,17.29,101.62563,2021-07-06 02:29:10
0.001,78.02,17.16,101.62159,2021-07-06 03:09:10
0.001,80.76,16.59,101.6283,2021-07-06 03:49:10
0.001,82.8,16.43,101.63897999999999,2021-07-06 04:29:10
57.5,82.34,16.11,101.66127,2021-07-06 05:09:10
588.33,84.82,15.7,101.68709,2021-07-06 05:49:10
1295.83,80.91,16.76,101.69914999999999,2021-07-06 06:29:10
2008.33,77.94,17.53,101.68869000000001,2021-07-06 07:09:10
3657.5,69.58,19.94,101.67346,2021-07-06 07:49:10
51368.33,45.95,26.3,101.6881,2021-07-06 08:29:10
8747.5,40.97,29.74,101.68953,2021-07-06 09:09:10
9960.83,34.48,32.04,101.64995,2021-07-06 09:49:10
23714.17,28.79,35.96,101.60589,2021-07-06 10:29:10
22885.83,24.97,37.84,101.57788000000001,2021-07-06 11:09:10
21412.5,22.45,40.61,101.56573,2021-07-06 11:49:10
16812.5,18.49,43.13,101.54014,2021-07-06 12:29:10
10145.0,16.12,44.57,101.48166,2021-07-06 13:09:10
9305.83,23.13,38.25,101.43203,2021-07-06 13:49:10
9705.0,22.85,38.34,101.40023,2021-07-06 14:29:10
8755.83,17.04,43.01,101.35264,2021-07-06 15:09:10
8710.83,20.58,39.9,101.30263000000001,2021-07-06 15:49:10
7821.67,22.58,38.36,101.25444999999999,2021-07-06 16:29:10
7789.17,22.14,38.22,101.18381,2021-07-06 17:09:10
6345.83,26.85,34.65,101.15386,2021-07-06 17:49:10
4138.33,35.38,30.79,101.11616000000001,2021-07-06 18:29:10
3585.0,37.91,29.43,101.07183,2021-07-06 19:09:10
2303.33,40.68,28.65,101.05614,2021-07-06 19:49:10
1035.0,47.83,26.11,101.05425,2021-07-06 20:29:10
214.17,55.74,23.6,101.07023,2021-07-06 21:09:10
1.67,59.78,22.32,101.07556,2021-07-06 21:49:10
0.001,62.22,21.76,101.05748,2021-07-06 22:29:10
0.001,66.31,20.9,101.06852,2021-07-06 23:09:10
0.001,65.84,20.71,101.07155,2021-07-06 23:49:10
0.001,69.46,19.95,101.09267,2021-07-07 00:29:10
0.001,70.76,19.41,101.09497,2021-07-07 01:09:10
0.001,71.51,19.02,101.10573,2021-07-07 01:49:10
0.001,71.87,18.89,101.08875,2021-07-07 02:29:10
0.001,76.34,18.44,101.10681,2021-07-07 03:09:10
0.001,75.75,18.4,101.12174,2021-07-07 03:49:10
0.001,79.85,17.77,101.14203,2021-07-07 04:29:10
48.33,81.42,17.19,101.15644999999999,2021-07-07 05:09:10
426.67,81.31,17.59,101.18097,2021-07-07 05:49:10
1323.33,75.27,18.04,101.25711,2021-07-07 06:29:10
2662.5,71.06,18.9,101.27559,2021-07-07 07:09:10
3442.5,67.35,19.05,101.30278999999999,2021-07-07 07:49:10
5610.0,62.81,20.29,101.33817,2021-07-07 08:29:10
6766.67,58.71,21.67,101.33384,2021-07-07 09:09:10
7727.5,46.44,25.47,101.44939,2021-07-07 09:49:10
6025.83,49.35,23.71,101.45939,2021-07-07 10:29:10
4264.17,40.74,27.83,101.47619999999999,2021-07-07 11:09:10
10526.67,40.47,27.65,101.48087,2021-07-07 11:49:10
10131.67,34.12,31.05,101.49181,2021-07-07 12:29:10
11737.5,22.67,38.23,101.47516,2021-07-07 13:09:10
10314.17,26.24,35.25,101.4657,2021-07-07 13:49:10
6797.5,35.04,29.48,101.47022,2021-07-07 14:29:10
6025.0,42.38,26.63,101.48392,2021-07-07 15:09:10
6568.33,40.91,26.93,101.509,2021-07-07 15:49:10
5404.17,41.45,26.67,101.50219,2021-07-07 16:29:10
8249.17,32.83,30.45,101.47595,2021-07-07 17:09:10
3409.17,41.59,26.02,101.43572,2021-07-07 17:49:10
5069.17,36.58,28.48,101.41784,2021-07-07 18:29:10
4032.5,43.73,25.58,101.42084,2021-07-07 19:09:10
1432.5,55.56,21.89,101.42219,2021-07-07 19:49:10
815.83,56.72,21.02,101.43977000000001,2021-07-07 20:29:10
151.67,61.49,19.52,101.44239,2021-07-07 21:09:10
1.67,65.63,18.48,101.48728,2021-07-07 21:49:10
0.001,69.83,17.76,101.48601,2021-07-07 22:29:10
0.001,72.97,17.2,101.49927000000001,2021-07-07 23:09:10
0.001,74.47,16.85,101.50569,2021-07-07 23:49:10
0.001,76.77,16.71,101.51173,2021-07-08 00:29:10
0.001,77.36,16.67,101.52705999999999,2021-07-08 01:09:10
0.001,78.91,16.12,101.51368,2021-07-08 01:49:10
0.001,79.65,15.79,101.52272,2021-07-08 02:29:10
0.001,81.71,15.62,101.54719,2021-07-08 03:09:10
0.001,78.88,16.09,101.52603,2021-07-08 03:49:10
0.001,78.14,16.35,101.53967999999999,2021-07-08 04:29:10
13.33,76.95,16.36,101.55039,2021-07-08 05:09:10
140.83,75.33,16.4,101.57141,2021-07-08 05:49:10
404.17,74.26,16.64,101.56688,2021-07-08 06:29:10
1007.5,70.98,17.38,101.5483,2021-07-08 07:09:10
1656.67,67.34,18.56,101.55633,2021-07-08 07:49:10
2045.83,63.62,19.29,101.57945,2021-07-08 08:29:10
3300.0,58.49,20.98,101.58605,2021-07-08 09:09:10
4695.83,52.9,22.4,101.59322999999999,2021-07-08 09:49:10
5489.17,47.02,24.39,101.59472,2021-07-08 10:29:10
8620.83,41.68,26.37,101.58766,2021-07-08 11:09:10
12195.83,37.04,28.58,101.59841,2021-07-08 11:49:10
12205.83,25.29,35.76,101.59161999999999,2021-07-08 12:29:10
10613.33,27.58,34.86,101.59056,2021-07-08 13:09:10
8967.5,27.29,34.63,101.57713000000001,2021-07-08 13:49:10
9065.0,29.22,33.46,101.56988,2021-07-08 14:29:10
6811.67,29.55,32.89,101.55152000000001,2021-07-08 15:09:10
7232.5,27.31,34.92,101.51608999999999,2021-07-08 15:49:10
6129.17,28.98,33.26,101.49078999999999,2021-07-08 16:29:10
4502.5,32.82,30.64,101.49058000000001,2021-07-08 17:09:10
3654.17,36.14,29.21,101.46928,2021-07-08 17:49:10
2714.17,39.68,27.46,101.45427000000001,2021-07-08 18:29:10
2689.17,39.88,27.13,101.45789,2021-07-08 19:09:10
1150.0,48.39,23.75,101.4813,2021-07-08 19:49:10
529.17,54.05,21.59,101.52317,2021-07-08 20:29:10
63.33,55.81,20.95,101.55669999999999,2021-07-08 21:09:10
0.83,59.35,20.34,101.60356,2021-07-08 21:49:10
0.001,62.21,20.05,101.63436,2021-07-08 22:29:10
0.001,61.58,19.88,101.64582,2021-07-08 23:09:10
0.001,64.22,19.72,101.6713,2021-07-08 23:49:10
0.001,62.96,19.59,101.67411,2021-07-09 00:29:10
0.001,65.47,19.39,101.65848,2021-07-09 01:09:10
0.001,66.28,19.28,101.66647999999999,2021-07-09 01:49:10
0.001,67.18,19.17,101.71341000000001,2021-07-09 02:29:10
0.001,69.58,18.98,101.75025,2021-07-09 03:09:10
0.001,68.38,18.71,101.74978,2021-07-09 03:49:10
0.001,69.23,18.5,101.78666,2021-07-09 04:29:10
8.33,68.17,18.33,101.83325,2021-07-09 05:09:10
92.5,69.35,18.27,101.87446000000001,2021-07-09 05:49:10
443.33,68.37,18.64,101.88408,2021-07-09 06:29:10
813.33,65.9,19.17,101.92895,2021-07-09 07:09:10
1425.0,62.96,20.16,101.94796000000001,2021-07-09 07:49:10
3238.33,54.95,22.21,101.95166,2021-07-09 08:29:10
4780.83,50.7,24.05,101.95859,2021-07-09 09:09:10
9930.0,38.02,28.73,101.95802,2021-07-09 09:49:10
11522.5,32.6,31.5,101.96581,2021-07-09 10:29:10
18107.5,24.94,35.25,101.94854,2021-07-09 11:09:10
20621.67,19.72,39.88,101.91513,2021-07-09 11:49:10
14281.67,15.36,46.2,101.89432000000001,2021-07-09 12:29:10
10010.0,15.75,44.95,101.85613000000001,2021-07-09 13:09:10
9290.83,25.05,37.52,101.83215,2021-07-09 13:49:10
9470.0,22.6,39.0,101.80378,2021-07-09 14:29:10
8934.17,15.5,44.38,101.75717999999999,2021-07-09 15:09:10
8841.67,16.22,42.58,101.7135,2021-07-09 15:49:10
8008.33,17.53,41.23,101.65723,2021-07-09 16:29:10
7971.67,18.7,40.38,101.61033,2021-07-09 17:09:10
7375.0,25.11,35.51,101.54445,2021-07-09 17:49:10
5184.17,25.92,34.49,101.4803,2021-07-09 18:29:10
4127.5,30.51,31.72,101.48072,2021-07-09 19:09:10
2195.83,38.44,28.77,101.49302,2021-07-09 19:49:10
882.5,42.41,26.3,101.49269,2021-07-09 20:29:10
150.0,49.23,24.1,101.52277000000001,2021-07-09 21:09:10
0.83,58.04,22.18,101.57499,2021-07-09 21:49:10
0.001,64.96,21.23,101.57668,2021-07-09 22:29:10
0.001,67.95,20.54,101.57150999999999,2021-07-09 23:09:10
0.001,71.88,19.75,101.62200999999999,2021-07-09 23:49:10
0.001,73.92,19.24,101.67525,2021-07-10 00:29:10
0.001,75.27,18.77,101.68028,2021-07-10 01:09:10
0.001,77.34,18.47,101.6893,2021-07-10 01:49:10
0.001,77.77,18.08,101.70091000000001,2021-07-10 02:29:10
0.001,81.03,17.74,101.76464,2021-07-10 03:09:10
0.001,81.79,17.59,101.77433,2021-07-10 03:49:10
0.001,84.65,17.16,101.81975,2021-07-10 04:29:10
34.17,85.23,16.7,101.85234,2021-07-10 05:09:10
460.83,85.62,16.7,101.87758,2021-07-10 05:49:10
1320.0,81.41,17.22,101.92916000000001,2021-07-10 06:29:10
2167.5,75.05,18.15,101.96213,2021-07-10 07:09:10
3631.67,68.17,20.16,101.97897999999999,2021-07-10 07:49:10
30925.0,45.3,25.9,101.99527,2021-07-10 08:29:10
7989.17,39.36,28.39,102.00057000000001,2021-07-10 09:09:10
9518.33,32.97,31.3,101.99627000000001,2021-07-10 09:49:10
14935.0,26.26,35.02,102.01488,2021-07-10 10:29:10
22296.67,18.34,40.47,102.01126,2021-07-10 11:09:10
20752.5,17.74,40.77,102.01312,2021-07-10 11:49:10
13774.17,14.09,46.3,102.01942,2021-07-10 12:29:10
9750.83,13.3,47.49,101.99748,2021-07-10 13:09:10
8939.17,21.59,39.62,101.95598,2021-07-10 13:49:10
9146.67,20.94,40.97,101.93838000000001,2021-07-10 14:29:10
8651.67,14.53,47.18,101.9032,2021-07-10 15:09:10
8640.0,18.22,43.44,101.88548,2021-07-10 15:49:10
8024.17,20.8,41.52,101.83778,2021-07-10 16:29:10
8059.17,20.86,40.68,101.79538000000001,2021-07-10 17:09:10
7342.5,26.74,37.25,101.76137,2021-07-10 17:49:10
5126.67,30.75,33.83,101.7388,2021-07-10 18:29:10
4266.67,33.54,31.6,101.72044,2021-07-10 19:09:10
2114.17,38.37,28.76,101.71513,2021-07-10 19:49:10
995.0,42.74,26.78,101.71834,2021-07-10 20:29:10
138.33,53.04,23.71,101.72798,2021-07-10 21:09:10
0.83,63.75,21.33,101.7736,2021-07-10 21:49:10
0.001,60.54,20.39,101.79508,2021-07-10 22:29:10
0.001,64.78,19.39,101.82077000000001,2021-07-10 23:09:10
0.001,67.72,18.59,101.81936,2021-07-10 23:49:10
0.001,71.75,17.79,101.83781,2021-07-11 00:29:10
0.001,76.48,17.24,101.84206,2021-07-11 01:09:10
0.001,79.42,16.72,101.86095,2021-07-11 01:49:10
0.001,81.4,16.21,101.87200999999999,2021-07-11 02:29:10
0.001,83.27,15.66,101.88055,2021-07-11 03:09:10
0.001,83.91,15.29,101.89209,2021-07-11 03:49:10
0.001,83.59,14.9,101.90802000000001,2021-07-11 04:29:10
29.17,85.38,14.48,101.91359,2021-07-11 05:09:10
440.83,86.55,14.78,101.96794,2021-07-11 05:49:10
1138.33,83.09,15.58,101.99759,2021-07-11 06:29:10
1792.5,77.39,16.13,102.00854,2021-07-11 07:09:10
3223.33,67.37,18.34,102.02595,2021-07-11 07:49:10
25866.67,45.26,25.06,102.019,2021-07-11 08:29:10
7545.83,38.96,27.78,102.01219999999999,2021-07-11 09:09:10
9170.83,32.1,30.36,102.00352000000001,2021-07-11 09:49:10
14475.0,25.95,34.81,101.98494000000001,2021-07-11 10:29:10
22496.67,18.61,39.94,101.97761,2021-07-11 11:09:10
20093.33,16.53,42.81,101.96997999999999,2021-07-11 11:49:10
13386.67,15.07,44.13,101.94227000000001,2021-07-11 12:29:10
9470.83,12.91,47.54,101.92028,2021-07-11 13:09:10
8750.83,20.61,40.36,101.86259,2021-07-11 13:49:10
8952.5,21.95,39.8,101.82423,2021-07-11 14:29:10
8494.17,14.35,47.55,101.77926,2021-07-11 15:09:10
8593.33,17.47,43.98,101.71835,2021-07-11 15:49:10
7935.83,19.95,41.48,101.67942,2021-07-11 16:29:10
8092.5,20.9,40.18,101.62644,2021-07-11 17:09:10
7565.83,27.41,35.91,101.60644,2021-07-11 17:49:10
5125.83,29.54,33.03,101.58228,2021-07-11 18:29:10
4706.67,30.56,31.55,101.54853,2021-07-11 19:09:10
2415.83,34.3,29.3,101.54049,2021-07-11 19:49:10
995.0,40.61,26.77,101.52108,2021-07-11 20:29:10
141.67,53.97,23.72,101.52267,2021-07-11 21:09:10
0.83,61.04,21.74,101.52888,2021-07-11 21:49:10
0.001,72.53,20.45,101.56705000000001,2021-07-11 22:29:10
0.001,71.3,19.73,101.5733,2021-07-11 23:09:10
0.001,74.26,19.05,101.58763,2021-07-11 23:49:10
0.001,75.41,18.55,101.59088,2021-07-12 00:29:10
0.001,76.24,18.06,101.59526,2021-07-12 01:09:10
0.001,77.82,17.52,101.59258,2021-07-12 01:49:10
0.001,79.79,17.08,101.60754,2021-07-12 02:29:10
0.001,81.11,16.72,101.61739999999999,2021-07-12 03:09:10
0.001,82.41,16.36,101.6235,2021-07-12 03:49:10
0.001,82.72,16.01,101.63477,2021-07-12 04:29:10
27.5,84.32,15.78,101.64533999999999,2021-07-12 05:09:10
435.0,86.1,15.89,101.68222,2021-07-12 05:49:10
1129.17,83.63,16.71,101.70831,2021-07-12 06:29:10
1845.0,79.69,17.78,101.71869000000001,2021-07-12 07:09:10
3316.67,69.57,20.05,101.72436,2021-07-12 07:49:10
16998.33,48.86,25.75,101.71769,2021-07-12 08:29:10
7785.0,41.38,28.18,101.72703999999999,2021-07-12 09:09:10
9521.67,35.47,31.07,101.711,2021-07-12 09:49:10
14183.33,26.16,36.95,101.69108,2021-07-12 10:29:10
21085.83,20.69,41.72,101.68898,2021-07-12 11:09:10
19038.33,19.13,43.21,101.67826,2021-07-12 11:49:10
13240.83,15.03,46.83,101.65372,2021-07-12 12:29:10
9817.5,15.31,46.09,101.63579,2021-07-12 13:09:10
9142.5,22.18,39.33,101.59375,2021-07-12 13:49:10
9270.83,20.48,39.99,101.56031,2021-07-12 14:29:10
7662.5,16.41,44.54,101.53608,2021-07-12 15:09:10
7036.67,21.14,39.6,101.51286,2021-07-12 15:49:10
8050.0,20.83,39.54,101.49028,2021-07-12 16:29:10
8060.83,19.01,40.6,101.44741,2021-07-12 17:09:10
7260.0,24.04,37.24,101.39808000000001,2021-07-12 17:49:10
4832.5,26.48,35.55,101.36854,2021-07-12 18:29:10
4378.33,32.27,33.05,101.37297,2021-07-12 19:09:10
2164.17,37.11,30.46,101.38805,2021-07-12 19:49:10
848.33,43.98,26.88,101.40678,2021-07-12 20:29:10
130.0,53.42,24.2,101.43064,2021-07-12 21:09:10
0.83,57.64,22.75,101.46298,2021-07-12 21:49:10
0.001,64.79,21.65,101.48197,2021-07-12 22:29:10
0.001,68.1,20.75,101.50556,2021-07-12 23:09:10
0.001,70.31,20.11,101.50855,2021-07-12 23:49:10
0.001,74.62,19.49,101.52952,2021-07-13 00:29:10
0.001,76.32,19.08,101.5342,2021-07-13 01:09:10
0.001,76.83,18.52,101.54635,2021-07-13 01:49:10
0.001,79.92,18.02,101.56139,2021-07-13 02:29:10
0.001,79.89,17.51,101.58895,2021-07-13 03:09:10
0.001,79.6,17.15,101.61895,2021-07-13 03:49:10
0.001,81.22,16.53,101.64703,2021-07-13 04:29:10
23.33,81.21,16.0,101.67519,2021-07-13 05:09:10
396.67,82.9,15.86,101.69211,2021-07-13 05:49:10
1125.0,78.7,16.42,101.68027000000001,2021-07-13 06:29:10
2090.83,78.31,17.65,101.69534,2021-07-13 07:09:10
3613.33,69.12,20.26,101.70533999999999,2021-07-13 07:49:10
9305.0,41.75,26.41,101.71730000000001,2021-07-13 08:29:10
7755.0,36.1,28.79,101.72247,2021-07-13 09:09:10
9561.67,30.08,31.85,101.70956,2021-07-13 09:49:10
13778.33,23.9,35.78,101.68172,2021-07-13 10:29:10
20891.67,17.23,41.02,101.64316000000001,2021-07-13 11:09:10
18699.17,18.11,41.11,101.61758,2021-07-13 11:49:10
13007.5,14.05,46.53,101.61919,2021-07-13 12:29:10
9394.17,14.0,46.15,101.59174,2021-07-13 13:09:10
8689.17,20.17,40.76,101.56045,2021-07-13 13:49:10
8842.5,21.77,39.93,101.53688000000001,2021-07-13 14:29:10
8373.33,13.7,47.58,101.50613,2021-07-13 15:09:10
8411.67,17.65,43.65,101.47322,2021-07-13 15:49:10
7819.17,21.51,41.29,101.42552,2021-07-13 16:29:10
8032.5,20.6,41.66,101.38477999999999,2021-07-13 17:09:10
7597.5,24.59,37.77,101.35288,2021-07-13 17:49:10
5067.5,27.89,34.54,101.31807,2021-07-13 18:29:10
4872.5,30.47,33.87,101.30152000000001,2021-07-13 19:09:10
2309.17,36.88,29.98,101.29780000000001,2021-07-13 19:49:10
782.5,46.59,26.89,101.28795,2021-07-13 20:29:10
134.17,55.37,23.82,101.29336,2021-07-13 21:09:10
0.83,62.49,22.07,101.32883,2021-07-13 21:49:10
0.001,61.15,20.95,101.36242999999999,2021-07-13 22:29:10
0.001,65.44,19.86,101.38279,2021-07-13 23:09:10
0.001,65.6,19.11,101.3921,2021-07-13 23:49:10
0.001,68.55,18.43,101.39604,2021-07-14 00:29:10
0.001,72.05,17.55,101.41366000000001,2021-07-14 01:09:10
0.001,75.07,16.88,101.42183,2021-07-14 01:49:10
0.001,74.64,16.41,101.45525,2021-07-14 02:29:10
0.001,78.46,15.58,101.44174000000001,2021-07-14 03:09:10
0.001,79.15,15.15,101.4557,2021-07-14 03:49:10
0.001,82.78,15.01,101.46772,2021-07-14 04:29:10
24.17,81.69,15.06,101.48513,2021-07-14 05:09:10
432.5,76.71,15.13,101.50916000000001,2021-07-14 05:49:10
1180.83,76.01,15.72,101.52669999999999,2021-07-14 06:29:10
2145.0,72.63,16.38,101.55648,2021-07-14 07:09:10
3638.33,64.8,18.12,101.55705999999999,2021-07-14 07:49:10
7927.5,46.48,24.11,101.55128,2021-07-14 08:29:10
7985.0,41.6,26.5,101.54286,2021-07-14 09:09:10
9760.83,34.26,29.44,101.55272000000001,2021-07-14 09:49:10
13310.83,27.63,32.67,101.5463,2021-07-14 10:29:10
20058.33,23.46,35.19,101.50536,2021-07-14 11:09:10
18149.17,18.94,38.89,101.47072,2021-07-14 11:49:10
12989.17,14.48,43.64,101.45863,2021-07-14 12:29:10
9322.5,15.25,43.98,101.44527000000001,2021-07-14 13:09:10
8589.17,23.27,37.23,101.41692,2021-07-14 13:49:10
8800.0,22.09,38.48,101.39388000000001,2021-07-14 14:29:10
8314.17,15.21,45.08,101.36274,2021-07-14 15:09:10
8309.17,19.54,40.76,101.33053,2021-07-14 15:49:10
7810.83,21.22,40.16,101.30513,2021-07-14 16:29:10
7915.83,20.69,40.64,101.26839,2021-07-14 17:09:10
7579.17,24.74,37.09,101.23231,2021-07-14 17:49:10
4795.0,29.34,34.03,101.20286,2021-07-14 18:29:10
4505.0,30.55,32.81,101.18428,2021-07-14 19:09:10
2295.0,37.48,28.42,101.17697,2021-07-14 19:49:10
907.5,43.18,25.54,101.18377000000001,2021-07-14 20:29:10
128.33,50.29,22.49,101.19981,2021-07-14 21:09:10
0.83,57.0,20.77,101.22780999999999,2021-07-14 21:49:10
0.001,62.24,19.59,101.24419999999999,2021-07-14 22:29:10
0.001,65.89,18.81,101.26628,2021-07-14 23:09:10
0.001,67.81,18.44,101.27169,2021-07-14 23:49:10
0.001,70.35,18.01,101.29373,2021-07-15 00:29:10
0.001,68.75,17.51,101.29975,2021-07-15 01:09:10
0.001,70.35,16.89,101.31528,2021-07-15 01:49:10
0.001,71.7,16.35,101.32836999999999,2021-07-15 02:29:10
0.001,72.17,15.96,101.34591,2021-07-15 03:09:10
0.001,74.97,15.46,101.36202,2021-07-15 03:49:10
0.001,70.95,15.32,101.36866,2021-07-15 04:29:10
20.83,69.72,15.03,101.374,2021-07-15 05:09:10
419.17,73.88,14.94,101.41081,2021-07-15 05:49:10
1146.67,68.62,15.92,101.45406,2021-07-15 06:29:10
2370.0,64.92,17.03,101.49206,2021-07-15 07:09:10
4642.5,61.08,18.38,101.52259,2021-07-15 07:49:10
8542.5,49.15,21.89,101.54286,2021-07-15 08:29:10
10638.33,48.48,22.57,101.54745,2021-07-15 09:09:10
11336.67,39.78,25.79,101.55405999999999,2021-07-15 09:49:10
14754.17,31.01,30.31,101.55445,2021-07-15 10:29:10
19415.0,22.52,35.28,101.57891000000001,2021-07-15 11:09:10
19619.17,20.65,37.44,101.56827,2021-07-15 11:49:10
13513.33,15.54,41.5,101.55952,2021-07-15 12:29:10
9386.67,17.02,40.29,101.55705999999999,2021-07-15 13:09:10
8692.5,23.74,34.79,101.54469999999999,2021-07-15 13:49:10
8764.17,23.53,34.82,101.52095,2021-07-15 14:29:10
8261.67,16.42,40.75,101.50995,2021-07-15 15:09:10
8293.33,20.65,36.78,101.48102,2021-07-15 15:49:10
7780.0,21.97,35.72,101.45788,2021-07-15 16:29:10
7953.33,24.35,34.06,101.42557000000001,2021-07-15 17:09:10
7623.33,27.86,31.34,101.38897999999999,2021-07-15 17:49:10
4881.67,33.12,28.04,101.38797,2021-07-15 18:29:10
4650.0,32.69,28.34,101.3792,2021-07-15 19:09:10
2262.5,39.08,24.84,101.36939,2021-07-15 19:49:10
647.5,48.02,21.66,101.36499,2021-07-15 20:29:10
101.67,51.33,20.93,101.3533,2021-07-15 21:09:10
0.83,52.63,19.48,101.387,2021-07-15 21:49:10
0.001,57.18,17.99,101.40611,2021-07-15 22:29:10
0.001,59.23,17.26,101.40344999999999,2021-07-15 23:09:10
0.001,62.75,16.66,101.42154,2021-07-15 23:49:10
0.001,65.29,16.36,101.4261,2021-07-16 00:29:10
0.001,65.29,16.51,101.43397999999999,2021-07-16 01:09:10
0.001,65.67,16.52,101.41403,2021-07-16 01:49:10
0.001,65.45,16.67,101.42748,2021-07-16 02:29:10
0.001,66.76,16.49,101.44209,2021-07-16 03:09:10
0.001,70.18,15.75,101.4275,2021-07-16 03:49:10
0.001,71.97,15.17,101.4376,2021-07-16 04:29:10
15.83,71.61,15.04,101.45545,2021-07-16 05:09:10
191.67,70.31,15.2,101.48886,2021-07-16 05:49:10
925.0,67.49,15.93,101.48917,2021-07-16 06:29:10
2279.17,64.81,16.81,101.50483,2021-07-16 07:09:10
3237.5,63.65,17.28,101.51927,2021-07-16 07:49:10
7921.67,53.55,20.1,101.57202000000001,2021-07-16 08:29:10
10576.67,42.11,24.49,101.58775999999999,2021-07-16 09:09:10
13365.83,40.14,25.24,101.58944,2021-07-16 09:49:10
4313.33,45.32,23.18,101.61078,2021-07-16 10:29:10
3295.0,48.25,22.21,101.59884,2021-07-16 11:09:10
3605.83,49.42,22.08,101.61669,2021-07-16 11:49:10
2196.67,49.83,22.08,101.59805,2021-07-16 12:29:10
2092.5,51.3,21.71,101.61473,2021-07-16 13:09:10
4122.5,48.68,23.66,101.61489999999999,2021-07-16 13:49:10
4211.67,43.52,25.54,101.61942,2021-07-16 14:29:10
3134.17,46.49,23.78,101.61263000000001,2021-07-16 15:09:10
4247.5,44.53,24.84,101.61861999999999,2021-07-16 15:49:10
4542.5,41.23,26.07,101.60005,2021-07-16 16:29:10
2411.67,40.15,26.21,101.58419,2021-07-16 17:09:10
1738.33,50.69,22.27,101.56993,2021-07-16 17:49:10
1183.33,53.76,21.31,101.57522,2021-07-16 18:29:10
460.0,55.87,20.23,101.57695,2021-07-16 19:09:10
225.83,65.17,19.09,101.57909,2021-07-16 19:49:10
126.67,65.11,18.83,101.57095,2021-07-16 20:29:10
15.83,65.15,18.51,101.5663,2021-07-16 21:09:10
0.001,65.57,18.24,101.56641,2021-07-16 21:49:10
0.001,68.06,17.9,101.57647999999999,2021-07-16 22:29:10
0.001,71.82,17.0,101.59586999999999,2021-07-16 23:09:10
0.001,72.02,17.04,101.58755000000001,2021-07-16 23:49:10
0.001,71.35,17.29,101.57867,2021-07-17 00:29:10
0.001,72.51,17.36,101.58547,2021-07-17 01:09:10
0.001,73.44,17.29,101.58918,2021-07-17 01:49:10
0.001,73.11,17.35,101.58586,2021-07-17 02:29:10
0.001,73.83,17.35,101.60013000000001,2021-07-17 03:09:10
0.001,75.48,17.15,101.60853,2021-07-17 03:49:10
0.001,75.35,17.0,101.62489,2021-07-17 04:29:10
3.33,75.29,17.0,101.63878,2021-07-17 05:09:10
90.83,78.56,16.81,101.67692,2021-07-17 05:49:10
475.0,75.47,17.31,101.70881,2021-07-17 06:29:10
695.0,78.18,17.96,101.74891000000001,2021-07-17 07:09:10
832.5,75.72,17.95,101.78114,2021-07-17 07:49:10
2037.5,69.47,19.38,101.79469999999999,2021-07-17 08:29:10
1918.33,62.94,20.34,101.81506,2021-07-17 09:09:10
911.67,63.0,19.93,101.82469999999999,2021-07-17 09:49:10
3148.33,66.65,20.35,101.85952999999999,2021-07-17 10:29:10
7119.17,52.99,25.32,101.86357000000001,2021-07-17 11:09:10
7812.5,42.31,27.49,101.87367,2021-07-17 11:49:10
9248.33,34.46,30.79,101.86958,2021-07-17 12:29:10
12905.0,16.16,42.58,101.83998,2021-07-17 13:09:10
6912.5,28.2,32.4,101.82376,2021-07-17 13:49:10
7084.17,26.17,32.99,101.80447,2021-07-17 14:29:10
5873.33,25.02,33.41,101.7715,2021-07-17 15:09:10
5825.0,27.35,31.98,101.76341000000001,2021-07-17 15:49:10
11790.0,20.91,36.66,101.74539,2021-07-17 16:29:10
4640.0,23.98,33.87,101.69756,2021-07-17 17:09:10
8657.5,24.75,33.91,101.66306,2021-07-17 17:49:10
